"","X","COUNTY","alpha","gamma"
"262",262,"Morgan County, Colorado",0.539540886465706,0.507084105279001
"263",263,"Washington County, Colorado",0.520520405247525,0.559661318220772
"264",264,"Pueblo County, Colorado",0.70095141958879,0.510497794848351
"265",265,"Arapahoe County, Colorado",0.509063038006636,0.626798809733615
"266",266,"Gunnison County, Colorado",0.495417441452035,0.62925952550764
"267",267,"Jefferson County, Colorado",0.566233897383192,0.540232475914581
"268",268,"Larimer County, Colorado",0.629511605562133,0.543159468759305
"269",269,"Boulder County, Colorado",0.641045905325988,0.644988423287139
"270",270,"Rio Blanco County, Colorado",0.649801763842251,0.441446377786042
"271",271,"Eagle County, Colorado",0.393539137340477,0.673113621316243
"272",272,"Crowley County, Colorado",0.816879810756128,0.476405894858444
"273",273,"Logan County, Colorado",0.459922619087303,0.670964396958839
"274",274,"Adams County, Colorado",0.603033901625602,0.442256019032918
"275",275,"Summit County, Colorado",0.523119287196978,0.603414814876944
"276",276,"Pitkin County, Colorado",0.391053373311894,0.804704484670187
"277",277,"Fremont County, Colorado",0.546558409452032,0.530835798918088
"278",278,"Huerfano County, Colorado",0.655403376284019,0.5456890725854
"279",279,"Elbert County, Colorado",0.559457987769967,0.48058668142693
"280",280,"Prowers County, Colorado",0.669073787167468,0.546281086736545
"281",281,"Mesa County, Colorado",0.637480280024161,0.546680033103473
"282",282,"Saguache County, Colorado",0.598654989430633,0.634482531409185
"283",283,"Clear Creek County, Colorado",0.548986017898036,0.549442658689397
"284",284,"Douglas County, Colorado",0.437003854513283,0.548440036801222
"285",285,"Phillips County, Colorado",0.617226794417258,0.567911754887313
"286",286,"Garfield County, Colorado",0.419028062286505,0.628229991550816
"287",287,"Park County, Colorado",0.504671470966555,0.50666671172907
"288",288,"Broomfield County, Colorado",0.577686762959674,0.493467039787834
"289",289,"Teller County, Colorado",0.577951966403668,0.492790955865375
"290",290,"Weld County, Colorado",0.593936547091799,0.509565703993835
"291",291,"Sedgwick County, Colorado",0.575697060455307,0.550199160722411
"292",292,"Lake County, Colorado",0.587496347053916,0.480090856151767
"293",293,"Moffat County, Colorado",0.668270968376481,0.454213804288212
"294",294,"New London County, Connecticut",0.544748917040288,0.554871541906639
"295",295,"Fairfield County, Connecticut",0.554785474823445,0.816326818274916
"296",296,"Hartford County, Connecticut",0.66524338791722,0.601163535346369
"297",297,"Litchfield County, Connecticut",0.515916902051867,0.60199152391698
"298",298,"New Haven County, Connecticut",0.642296071493958,0.619572051286039
"299",299,"Tolland County, Connecticut",0.574654946639065,0.509157503458573
"300",300,"Middlesex County, Connecticut",0.585388931823815,0.556882509747377
"301",301,"Windham County, Connecticut",0.659185075582728,0.470248215100512
"302",302,"New Castle County, Delaware",0.606928874319038,0.562430144518029
"303",303,"Sussex County, Delaware",0.540463774686074,0.552232230212012
"304",304,"Kent County, Delaware",0.665929666529882,0.444347092965342
"305",305,"St Johns County, Florida",0.525446597833957,0.690810031292285
"306",306,"Hamilton County, Florida",0.828505570857771,0.498502251878507
"307",307,"Flagler County, Florida",0.407399250207895,0.640029648772694
"308",308,"Martin County, Florida",0.470123731824207,0.765081610449018
"309",309,"Lee County, Florida",0.46896332632094,0.699770664815035
"310",310,"Osceola County, Florida",0.5613373669952,0.531489734172312
"311",311,"Hernando County, Florida",0.538646195204796,0.558145457783366
"312",312,"Gilchrist County, Florida",0.607337089991697,0.531180673222804
"313",313,"Lake County, Florida",0.523583940580282,0.568773160685138
"314",314,"Hardee County, Florida",0.643243723097063,0.549260257971653
"315",315,"Wakulla County, Florida",0.604842192032461,0.475870246847638
"316",316,"Nassau County, Florida",0.444453931552968,0.664662384295755
"317",317,"Citrus County, Florida",0.514709631818233,0.619461051885509
"318",318,"Jefferson County, Florida",0.658354068162778,0.58069330476648
"319",319,"Lafayette County, Florida",0.771195995450183,0.541670369492143
"320",320,"Monroe County, Florida",0.466403678127383,0.781916281257157
"321",321,"Brevard County, Florida",0.571470224223282,0.588423102069322
"322",322,"Suwannee County, Florida",0.615825222084916,0.553336066841522
"323",323,"Okaloosa County, Florida",0.509343126230289,0.601090327330501
"324",324,"Dixie County, Florida",0.542095295591378,0.634230395883258
"325",325,"Charlotte County, Florida",0.491840042067875,0.606621763386271
"326",326,"Seminole County, Florida",0.586065265013023,0.59259834735778
"327",327,"Hendry County, Florida",0.565145744100891,0.639855816617694
"328",328,"Marion County, Florida",0.456343447016341,0.633950920377093
"329",329,"Glades County, Florida",0.570875568226988,0.628689939753081
"330",330,"Polk County, Florida",0.521903290744602,0.596279275065931
"331",331,"St Lucie County, Florida",0.533816809482782,0.625464817811862
"332",332,"Putnam County, Florida",0.765738570194981,0.53605218651794
"333",333,"Clay County, Florida",0.578933170475243,0.500653402057882
"334",334,"Calhoun County, Florida",0.685547211123596,0.531936372571029
"335",335,"Franklin County, Florida",0.391053120471711,0.811329139607976
"336",336,"Collier County, Florida",0.408553393526614,0.815555287842584
"337",337,"Liberty County, Florida",0.668928020845664,0.523999588425731
"338",338,"Duval County, Florida",0.588011291347704,0.632939478102367
"339",339,"Washington County, Florida",0.771242399412566,0.503088915253148
"340",340,"Miami-Dade County, Florida",0.588332686366458,0.742755492197521
"341",341,"Pasco County, Florida",0.579390093055482,0.561837092835783
"342",342,"Baker County, Florida",0.719823925225435,0.450528742038792
"343",343,"Hillsborough County, Florida",0.597700912569844,0.648194000325717
"344",344,"Sumter County, Florida",0.40034671076305,0.663994303632231
"345",345,"Palm Beach County, Florida",0.451428586645957,0.79245709439139
"346",346,"Columbia County, Florida",0.604837417499122,0.55651709874907
"347",347,"Taylor County, Florida",0.512776330485066,0.577623636292715
"348",348,"Leon County, Florida",0.73334360925265,0.613285965566491
"349",349,"Manatee County, Florida",0.52053299256952,0.660490042932361
"350",350,"Alachua County, Florida",0.85744011238052,0.611408632066218
"351",351,"DeSoto County, Florida",0.558832532028122,0.585472351653465
"352",352,"Orange County, Florida",0.547050064154129,0.656038527911451
"353",353,"Madison County, Florida",0.710759176982868,0.607795341861683
"354",354,"Holmes County, Florida",0.759331784035081,0.524296894722302
"355",355,"Union County, Florida",0.601038422503784,0.546930626807837
"356",356,"Volusia County, Florida",0.552131119329723,0.615128626209521
"357",357,"Bay County, Florida",0.515538166941518,0.620447709406434
"358",358,"Escambia County, Florida",0.514539569424064,0.593785323723179
"359",359,"Levy County, Florida",0.618574941368157,0.549220415298677
"360",360,"Indian River County, Florida",0.399488718134149,0.795990080199737
"361",361,"Walton County, Florida",0.449798975099785,0.750000223286931
"362",362,"Sarasota County, Florida",0.407206753700224,0.731959546281661
"363",363,"Pinellas County, Florida",0.544582163979996,0.683179459605663
"364",364,"Gulf County, Florida",0.492475199627253,0.64866544947836
"365",365,"Jackson County, Florida",0.69486441514196,0.557680637832257
"366",366,"Highlands County, Florida",0.552698527773871,0.590367079388771
"367",367,"Bradford County, Florida",0.836364583920596,0.522977372429863
"368",368,"Santa Rosa County, Florida",0.521328137132688,0.561246241563423
"369",369,"Gadsden County, Florida",0.807343507460248,0.513436038276914
"370",370,"Broward County, Florida",0.555518968876111,0.673504747985734
"371",371,"Okeechobee County, Florida",0.512805613024355,0.645788431149828
"372",372,"Echols County, Georgia",0.46589545109763,0.739608966447148
"373",373,"Meriwether County, Georgia",0.808081105688953,0.470262803232819
"374",374,"Walton County, Georgia",0.604503000143388,0.526632098566152
"375",375,"Heard County, Georgia",0.679655442988804,0.487865061370199
"376",376,"Jenkins County, Georgia",0.974422536607982,0.520355088235168
"377",377,"Brooks County, Georgia",0.728932539194963,0.586567226967886
"378",378,"Columbia County, Georgia",0.532896965106144,0.503595736337912
"379",379,"Richmond County, Georgia",0.762314101822764,0.553929105951047
"380",380,"Mitchell County, Georgia",0.83835089397609,0.527664088667084
"381",381,"Dooly County, Georgia",0.709103362499222,0.608930393679138
"382",382,"Bacon County, Georgia",0.746547573616134,0.522467218468644
"383",383,"Whitfield County, Georgia",0.432664429780846,0.646071245016107
"384",384,"Berrien County, Georgia",0.770130435213525,0.53774149123345
"385",385,"Cherokee County, Georgia",0.526975985427076,0.501650229108777
"386",386,"Haralson County, Georgia",0.811408533643564,0.501113023400088
"387",387,"Fulton County, Georgia",0.729449383599883,0.718986434788579
"388",388,"White County, Georgia",0.610051365453662,0.530184039047641
"389",389,"Wilkinson County, Georgia",0.67692228495599,0.457121210090409
"390",390,"Camden County, Georgia",0.667560357136469,0.432069731691283
"391",391,"Troup County, Georgia",0.744091867776865,0.560762490060751
"392",392,"Barrow County, Georgia",0.508121625539859,0.49362719860831
"393",393,"Hancock County, Georgia",0.713783041824086,0.555199980100735
"394",394,"Glascock County, Georgia",0.531840333002731,0.440291539065914
"395",395,"Randolph County, Georgia",0.863276157104863,0.531888924463651
"396",396,"Screven County, Georgia",0.860672791627905,0.482696302409905
"397",397,"Dawson County, Georgia",0.693136922373016,0.550503536897043
"398",398,"Gordon County, Georgia",0.591519836006242,0.537250460202453
"399",399,"Grady County, Georgia",0.753938209082866,0.529571166522894
"400",400,"Madison County, Georgia",0.595031539692053,0.494565062082382
"401",401,"Clinch County, Georgia",1.01169937730675,0.60175644896122
"402",402,"Bleckley County, Georgia",0.909909727937727,0.459239489831452
"403",403,"Tift County, Georgia",0.819841008095301,0.568162851292996
"404",404,"Toombs County, Georgia",0.823965532803709,0.556900972665445
"405",405,"Ware County, Georgia",0.758857146675328,0.567323713658099
"406",406,"Spalding County, Georgia",0.718072309622385,0.530495681432475
"407",407,"Warren County, Georgia",0.928589447438145,0.491844028260529
"408",408,"Taliaferro County, Georgia",0.744003090475114,0.442964979675413
"409",409,"Cobb County, Georgia",0.594208152119795,0.589819346967487
"410",410,"Paulding County, Georgia",0.588657274541775,0.431444638184372
"411",411,"Crisp County, Georgia",0.899202952520697,0.572656629982312
"412",412,"Dodge County, Georgia",0.797004191496517,0.558160214736111
"413",413,"Floyd County, Georgia",0.661766928101315,0.59269442158637
"414",414,"McDuffie County, Georgia",0.860122037699888,0.509242203696756
"415",415,"Johnson County, Georgia",0.937760148285095,0.500693668644183
"416",416,"Pulaski County, Georgia",0.752341451365782,0.608680520809175
"417",417,"Rockdale County, Georgia",0.627013179237311,0.46190962683292
"418",418,"Jones County, Georgia",0.7092570021282,0.456090216418667
"419",419,"Pickens County, Georgia",0.620171355751119,0.517634367588464
"420",420,"Gwinnett County, Georgia",0.569894714412871,0.532392975754214
"421",421,"Habersham County, Georgia",0.601620539709194,0.529522245882713
"422",422,"Polk County, Georgia",0.716576605956644,0.461350050579907
"423",423,"Henry County, Georgia",0.552139561096692,0.474218099176068
"424",424,"Ben Hill County, Georgia",0.901144292357398,0.538221461865268
"425",425,"Oconee County, Georgia",0.464706863336784,0.630569844482032
"426",426,"Harris County, Georgia",0.619054418746714,0.527006445652587
"427",427,"Schley County, Georgia",0.819847732986325,0.474562584516917
